"","pID","eID","oID","internalID","Effect description","origDirection","repDirection","origN","repN","testReported","What statistical test was reported?","Statistical test applied to original data","Original test statistic type","Original test statistic value","origdf1","origdf2","origPval","Replication statistical test","Replication test statistic type","Replication test statistic value","repdf1","repdf2","repPval","Was original data representative?","origRawDiff","repRawDiff","Replication raw difference type (mean or median)","Replication raw difference lower CI","Replication raw difference upper CI","EStype","origES","origESLo","origESHi","repES","repESLo","repESHi","Meta-analysis effect size","Meta-analysis lower CI","Meta-analysis upper CI","Meta-analysis p value","Notes.x","Original paper figure","Was experiment originally identified by RP:CB team","Did experiment continue after sharing with labs (before submitting protocol to eLife)","Did the experiment protocol get submitted to eLife","Did the experiment get accepted and published in eLife","Clarifications asked of original authors","responseQuality","Data shared by original authors","Code shared by original authors","materialsRequested","Key materials offered to be shared","Key materials shared","expType","Number of lab(s) contracted for the experiment","labsContracted","Registered Report protocol","Experiment description","Replication experiment attempted","Replication experiment completed","If experiment incomplete, why?","Changes needed during experimentation?","changesNeededProse","Changes able to be implemented during experimentation?","If modifications unable to be fully implemented, why?","Replication study figure","Were materials shippped between replicating labs?","If a material was shipped between replicating labs, what was it?","What types of experimental techniques were utilized?","Was the original experiment blinded?","Was the replication experiment blinded?","Was the original experiment randomized?","Was the replication experiment randomized?","Was the original experiment sample size determined a priori?","Was the replication experiment sample size determined a priori?","Was a statistical test reported in the original paper?.y","What statistical test(s) was reported?","Was variation of biological repeats reported in the original experiment?","Notes.y","Original paper title","Year","Original paper journal","Number of original authors","Anticipated budget when replication design originally identified by RP:CB team","Anticipated budget when Registered Report manuscript ready for submission to eLife","Anticipated budget when Registered Report accepted and published in eLife","Actual budget at completion of replication attempt","Registered Report submission date","Registered Report acceptance date","Link to Registered Report","Replication study fully completed","If Replication study incomplete, why?","Replication study submission date","Replication study acceptance date","Link to Replication study","Did original authors respond to any emails?","Did the original paper have a potential conflict of issue statement?","Did the replication study have a potential conflict of issue statement?","Number of lab(s) contracted for the entire paper","Type of contracted lab(s) for the entire paper","Notes"
"152",19,1,2,1,"Relative MYC expression of MM.1S cells harvested 8 hr after (+)-JQ1 treatment vs cells 0 hr after (+)-JQ1 treatment","Positive","Positive","2.0",5,"Yes","paired t test","paired t test","t","3.411066","NA","1.0","0.1815468","paired t test","t","25.09801","NA","4.0","1.496275E-5","No","NA","NA","NA","NA","NA","Cohen's dz","2.411988","-0.605721","5.633767","11.224173","3.841858","18.349709","6.202808","-2.348363","14.753979","0.1551106","original study listed a sample size of 6 (2 biological repeats with 3 technical replicates each). These calculations use a sample size of 2.","3B","Yes","Yes","Yes","Yes",2,1,0,0,"Cells","Cells","Cells","Cell-based","1.0","Core4","1.0","MYC expression in JQ1-treated MM.1S-luc cells","Yes","Yes","NA","0.0","NA","6.0","NA","1.0","No","NA","cell culture, qPCR",NA,NA,NA,NA,NA,NA,"Yes","paired t test","Yes",NA,"BET bromodomain inhibition as a therapeutic strategy to target c-Myc",2011,"Cell",24,25000,"37818.0","39843.0","39156.76","42052.0","42163.0","https://elifesciences.org/articles/07072","Yes","NA","42618.0","42696.0","https://elifesciences.org/articles/21253","Yes","No","Yes","1.0","Core4",NA
"153",19,2,1,1,"Overall survival of (+)-JQ1 vs vehicle control","Positive","Positive","19.0",24,"Yes","Log-rank Mantel-Cox test","Log-rank Mantel-Cox test","chi-squared","16.87163","NA","1.0","3.999499E-5","Log-rank Mantel-Cox test","chi-squared","5.12079","NA","1.0","0.02364086","No","NA","NA","NA","NA","NA","Hazard ratio","25.92992","5.484926","122.583391","3.754594","1.193745","11.809033","9.162342","1.386722","60.537364","0.02148563",NA,"7C,7D,7E","Yes","Yes","Yes","Yes",3,1,2,2,"Cells","Cells","Cells","Animal","1.0","Core4","2.0","Overall survival and tumor burden in JQ1-treated MM.1S-luc orthotopic xenograft model","Yes","Yes","NA","5.0","Timecourse of cell injection to randomization was extended because detection of bioluminescence in vivo was not detected even though disease progression was observed; Enrichment of luciferase expressing cells was performed before experiment was conducted to determine timecourse to observe bioluminescence before disease progression required euthanasia","5.0","NA","2,3","No","NA","xenograft generation, animal injections, animal imaging",NA,NA,NA,NA,NA,NA,"Yes","Log-rank Mantel-Cox test; Student's t test","Yes","Statistical test of original listed in methods.","BET bromodomain inhibition as a therapeutic strategy to target c-Myc",2011,"Cell",24,25000,"37818.0","39843.0","39156.76","42052.0","42163.0","https://elifesciences.org/articles/07072","Yes","NA","42618.0","42696.0","https://elifesciences.org/articles/21253","Yes","No","Yes","1.0","Core4",NA
"154",19,2,2,1,"Bioluminescence (tumor burden) of (+)-JQ1 vs vehicle control","Positive","Null-positive","19.0",18,"Yes","Student's t test","Student's t test","t","5.000418","NA","17.0","1.094824E-4","Student's t test","t","1.15363","NA","16.0","0.2655945","No","NA","NA","NA","NA","NA","Cohen's d","2.297534","1.09556","3.460222","0.557773","-0.417364","1.516296","1.388699","-0.3145252","3.0919225","0.1100368",NA,"7C,7D,7E","Yes","Yes","Yes","Yes",3,1,2,2,"Cells","Cells","Cells","Animal","1.0","Core4","2.0","Overall survival and tumor burden in JQ1-treated MM.1S-luc orthotopic xenograft model","Yes","Yes","NA","5.0","Timecourse of cell injection to randomization was extended because detection of bioluminescence in vivo was not detected even though disease progression was observed; Enrichment of luciferase expressing cells was performed before experiment was conducted to determine timecourse to observe bioluminescence before disease progression required euthanasia","5.0","NA","2,3","No","NA","xenograft generation, animal injections, animal imaging",NA,NA,NA,NA,NA,NA,"Yes","Log-rank Mantel-Cox test; Student's t test","Yes","Statistical test of original listed in methods.","BET bromodomain inhibition as a therapeutic strategy to target c-Myc",2011,"Cell",24,25000,"37818.0","39843.0","39156.76","42052.0","42163.0","https://elifesciences.org/articles/07072","Yes","NA","42618.0","42696.0","https://elifesciences.org/articles/21253","Yes","No","Yes","1.0","Core4",NA
"155",20,1,1,1,"Primary tumor growth between LM-4175 with or without Cav1 WT pMEFs","Null","Null-positive","19.0",36,"No","NA","Mann-Whitney","z","0.438529","NA","NA","0.7012384","Mann-Whitney","z","0.2119114","NA","NA","0.8485044","No","NA","NA","NA","NA","NA","Cohen's d","0.1718983","-0.7996357","1.1384335","0.05922034","-0.6706589","0.7882324","0.09857794","-0.5068997","0.7040556","0.7496491","statistical test and effect size recalculated for meta-analysis","7Ca,7Cb,7Cc(right),S2A,S7Ca","Yes","Yes","Yes","Yes",3,5,2,2,"Cells","Cells","Cells","Animal","1.0","Core7","1,2,3","Primary tumor growth and metastatic foci from mice injected with Cav1 WT or Cav1 KO pMEFs","Yes","Yes","NA","3.0","Western blot to assess SMA levels resulted in no observable change, which lead to addition of new assay (collagen gel contraction assay) to assess ECM remodeling capabilities in vitro","5.0","NA","1,2","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test; Mann-Whitney","Yes","Methods state unpaired Student's t-test or Mann-Whitney test was used","Biomechanical remodeling of the microenvironment by stromal caveolin-1 favors tumor invasion and metastasis.",2011,"Cell",17,25000,"31211.1","54295.8","70474.11","41899.0","42181.0","https://elifesciences.org/articles/04796","Partial",NA,"43479.0","43775.0","https://elifesciences.org/articles/45120","Yes","No","Yes","3.0","Core7,Core8,CRO15",NA
"156",20,1,2,1,"Primary tumor growth between LM-4175 with or without Cav1 KO pMEFs","Null","Null-positive","21.0",35,"No","NA","Mann-Whitney","z","0.07784989","NA","NA","0.9698511","Mann-Whitney","z","0.1460593","NA","NA","0.9000077","No","NA","NA","NA","NA","NA","Cohen's d","0.02816529","-0.918997","0.9745917","0.040761","-0.6929633","0.7738703","0.03615846","-0.5655364","0.6378534","0.9062398","statistical test and effect size recalculated for meta-analysis","7Ca,7Cb,7Cc(right),S2A,S7Ca","Yes","Yes","Yes","Yes",3,5,2,2,"Cells","Cells","Cells","Animal","1.0","Core7","1,2,3","Primary tumor growth and metastatic foci from mice injected with Cav1 WT or Cav1 KO pMEFs","Yes","Yes","NA","3.0","Western blot to assess SMA levels resulted in no observable change, which lead to addition of new assay (collagen gel contraction assay) to assess ECM remodeling capabilities in vitro","5.0","NA","1,2","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test; Mann-Whitney","Yes","Methods state unpaired Student's t-test or Mann-Whitney test was used","Biomechanical remodeling of the microenvironment by stromal caveolin-1 favors tumor invasion and metastasis.",2011,"Cell",17,25000,"31211.1","54295.8","70474.11","41899.0","42181.0","https://elifesciences.org/articles/04796","Partial",NA,"43479.0","43775.0","https://elifesciences.org/articles/45120","Yes","No","Yes","3.0","Core7,Core8,CRO15",NA
"157",20,1,3,1,"Total metastatic foci per mouse of LM-4175 vs LM-4175 + Cav1 WT","Positive","Null-positive","18.0",36,"Yes","unknown","Mann-Whitney","z","3.006397","NA","NA","0.001023486","Mann-Whitney","z","0.998848","NA","NA","0.327788","No","NA","NA","NA","NA","NA","Cohen's d","2.563103","1.223514","3.858346","0.2914964","-0.4431904","1.021949","1.347119","-0.873461","3.567699","0.2344335","methods state unpaired Student's t-test or Mann-Whitney test was used; p value reported in Replication Study was not exact, which is used here; effect size recalculated for meta-analysis","7Ca,7Cb,7Cc(right),S2A,S7Ca","Yes","Yes","Yes","Yes",3,5,2,2,"Cells","Cells","Cells","Animal","1.0","Core7","1,2,3","Primary tumor growth and metastatic foci from mice injected with Cav1 WT or Cav1 KO pMEFs","Yes","Yes","NA","3.0","Western blot to assess SMA levels resulted in no observable change, which lead to addition of new assay (collagen gel contraction assay) to assess ECM remodeling capabilities in vitro","5.0","NA","1,2","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test; Mann-Whitney","Yes","Methods state unpaired Student's t-test or Mann-Whitney test was used","Biomechanical remodeling of the microenvironment by stromal caveolin-1 favors tumor invasion and metastasis.",2011,"Cell",17,25000,"31211.1","54295.8","70474.11","41899.0","42181.0","https://elifesciences.org/articles/04796","Partial",NA,"43479.0","43775.0","https://elifesciences.org/articles/45120","Yes","No","Yes","3.0","Core7,Core8,CRO15",NA
"158",20,1,4,1,"Total metastatic foci per mouse of LM-4175 vs LM-4175 + Cav1 KO","Null","Null-positive","21.0",35,"Yes","unknown","Mann-Whitney","z","1.487869","NA","NA","0.1460453","Mann-Whitney","z","1.868766","NA","NA","0.0623144","No","NA","NA","NA","NA","NA","Cohen's d","0.6838845","-0.2956912","1.646454","0.645546","-0.1087057","1.390458","0.6594895","0.04360311","1.275376","0.03584122","methods state unpaired Student's t-test or Mann-Whitney test was used; p value reported in Replication Study was not exact, which is used here; effect size recalculated for meta-analysis","7Ca,7Cb,7Cc(right),S2A,S7Ca","Yes","Yes","Yes","Yes",3,5,2,2,"Cells","Cells","Cells","Animal","1.0","Core7","1,2,3","Primary tumor growth and metastatic foci from mice injected with Cav1 WT or Cav1 KO pMEFs","Yes","Yes","NA","3.0","Western blot to assess SMA levels resulted in no observable change, which lead to addition of new assay (collagen gel contraction assay) to assess ECM remodeling capabilities in vitro","5.0","NA","1,2","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test; Mann-Whitney","Yes","Methods state unpaired Student's t-test or Mann-Whitney test was used","Biomechanical remodeling of the microenvironment by stromal caveolin-1 favors tumor invasion and metastasis.",2011,"Cell",17,25000,"31211.1","54295.8","70474.11","41899.0","42181.0","https://elifesciences.org/articles/04796","Partial",NA,"43479.0","43775.0","https://elifesciences.org/articles/45120","Yes","No","Yes","3.0","Core7,Core8,CRO15",NA
"159",20,1,5,1,"Total metastatic foci per mouse of LM-4175 + Cav1 WT vs LM-4175 + Cav1 KO","Positive","Null-negative","27.0",51,"Yes","unknown","Mann-Whitney","z","2.10043","NA","NA","0.03519667","Mann-Whitney","z","-1.229224","NA","NA","0.2227251","No","NA","NA","NA","NA","NA","Cohen's d","0.8082212","0.009667198","1.591935","-0.2267656","-0.7764475","0.3252096","0.2453652","-0.7649989","1.255729","0.634093","methods state unpaired Student's t-test or Mann-Whitney test was used; p value reported in Replication Study was not exact, which is used here; effect size recalculated for meta-analysis","7Ca,7Cb,7Cc(right),S2A,S7Ca","Yes","Yes","Yes","Yes",3,5,2,2,"Cells","Cells","Cells","Animal","1.0","Core7","1,2,3","Primary tumor growth and metastatic foci from mice injected with Cav1 WT or Cav1 KO pMEFs","Yes","Yes","NA","3.0","Western blot to assess SMA levels resulted in no observable change, which lead to addition of new assay (collagen gel contraction assay) to assess ECM remodeling capabilities in vitro","5.0","NA","1,2","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test; Mann-Whitney","Yes","Methods state unpaired Student's t-test or Mann-Whitney test was used","Biomechanical remodeling of the microenvironment by stromal caveolin-1 favors tumor invasion and metastasis.",2011,"Cell",17,25000,"31211.1","54295.8","70474.11","41899.0","42181.0","https://elifesciences.org/articles/04796","Partial",NA,"43479.0","43775.0","https://elifesciences.org/articles/45120","Yes","No","Yes","3.0","Core7,Core8,CRO15",NA
"160",20,2,1,1,"Percent of fibronectin fibers within +/- 20 degrees from LM-4175 vs LM-4175 + Cav1 WT","Positive","Null-positive","13.0",13,"Yes","unknown","Mann-Whitney","z","2.9277","NA","NA","0.001554002","Mann-Whitney","z","0.146385","NA","NA","0.9432789","No","NA","NA","NA","NA","NA","Cohen's d","2.570485","0.9998724","4.080861","0.3717114","-0.7643179","1.491367","1.392072","-0.7571122","3.541257","0.2042592","methods state unpaired Student's t-test or Mann-Whitney test was used; p value reported in Replication Study was not exact, which is used here; effect size recalculated for meta-analysis","7Cc(left),7Cd,S7Cb,S7Cc","Yes","Yes","Yes","Yes",3,5,2,2,"Cells","Cells","Cells","Animal","3.0","Core7,Core8,CRO15","4.0","Fibronectin fiber orientation, elipitical form factor, SMA+ fibers, and correlation with metastatic foci from mice injected with Cav1 WT or Cav1 KO pMEFs","Yes","Partial","SMA staining could not be reliably detected","5.0","SMA staining was not specific (attempted to block nonspecific staining); Fibronectin orientation analysis using MetaMorph software could not be implemented (instead workflow using KNIME was implemented)","4.0","SMA staining could not be reliably detected","3.0","Yes","Embedded tissue",NA,NA,NA,NA,NA,NA,NA,"Yes","Spearman's rank correlation; Student's t test; Mann-Whitney","Yes","Methods state unpaired Student's t-test or Mann-Whitney test was used","Biomechanical remodeling of the microenvironment by stromal caveolin-1 favors tumor invasion and metastasis.",2011,"Cell",17,25000,"31211.1","54295.8","70474.11","41899.0","42181.0","https://elifesciences.org/articles/04796","Partial",NA,"43479.0","43775.0","https://elifesciences.org/articles/45120","Yes","No","Yes","3.0","Core7,Core8,CRO15",NA
"161",20,2,2,1,"Percent of fibronectin fibers within +/- 20 degrees from LM-4175 + Cav1 WT vs LM-4175 + Cav1 KO","Positive","Null-positive","18.0",15,"Yes","unknown","Mann-Whitney","z","2.487865","NA","NA","0.01165501","Mann-Whitney","z","1.735913","NA","NA","0.09386169","No","NA","NA","NA","NA","NA","Cohen's d","1.779157","0.6471271","2.872486","0.86635","-0.2151739","1.918034","1.310684","0.4164627","2.204906","0.004068889","methods state unpaired Student's t-test or Mann-Whitney test was used; p value reported in Replication Study was not exact, which is used here; effect size recalculated for meta-analysis","7Cc(left),7Cd,S7Cb,S7Cc","Yes","Yes","Yes","Yes",3,5,2,2,"Cells","Cells","Cells","Animal","3.0","Core7,Core8,CRO15","4.0","Fibronectin fiber orientation, elipitical form factor, SMA+ fibers, and correlation with metastatic foci from mice injected with Cav1 WT or Cav1 KO pMEFs","Yes","Partial","SMA staining could not be reliably detected","5.0","SMA staining was not specific (attempted to block nonspecific staining); Fibronectin orientation analysis using MetaMorph software could not be implemented (instead workflow using KNIME was implemented)","4.0","SMA staining could not be reliably detected","3.0","Yes","Embedded tissue",NA,NA,NA,NA,NA,NA,NA,"Yes","Spearman's rank correlation; Student's t test; Mann-Whitney","Yes","Methods state unpaired Student's t-test or Mann-Whitney test was used","Biomechanical remodeling of the microenvironment by stromal caveolin-1 favors tumor invasion and metastasis.",2011,"Cell",17,25000,"31211.1","54295.8","70474.11","41899.0","42181.0","https://elifesciences.org/articles/04796","Partial",NA,"43479.0","43775.0","https://elifesciences.org/articles/45120","Yes","No","Yes","3.0","Core7,Core8,CRO15",NA
"162",20,2,3,1,"Correlation of percent of fibronectin fibers within +/- 20 degrees and number of metastasis","Positive","Negative","25.0",20,"Yes","Spearman's rank correlation","Pearson's correlation","t","7.492424","NA","23.0","1.295973E-7","Pearson's correlation","t","-2.243402","NA","18.0","0.03769116","No","NA","NA","NA","NA","NA","Pearson's r","0.8422367","0.6701163","0.9284014","-0.4674479","-0.75399977","-0.03142826","0.3494889","-0.8707076","0.9683882","0.6741614","methods state unpaired Student's t-test or Mann-Whitney test was used; Student's-test test used for original because no raw data; statistical test and effect size recalculated for meta-analysis","7Cc(left),7Cd,S7Cb,S7Cc","Yes","Yes","Yes","Yes",3,5,2,2,"Cells","Cells","Cells","Animal","3.0","Core7,Core8,CRO15","4.0","Fibronectin fiber orientation, elipitical form factor, SMA+ fibers, and correlation with metastatic foci from mice injected with Cav1 WT or Cav1 KO pMEFs","Yes","Partial","SMA staining could not be reliably detected","5.0","SMA staining was not specific (attempted to block nonspecific staining); Fibronectin orientation analysis using MetaMorph software could not be implemented (instead workflow using KNIME was implemented)","4.0","SMA staining could not be reliably detected","3.0","Yes","Embedded tissue",NA,NA,NA,NA,NA,NA,NA,"Yes","Spearman's rank correlation; Student's t test; Mann-Whitney","Yes","Methods state unpaired Student's t-test or Mann-Whitney test was used","Biomechanical remodeling of the microenvironment by stromal caveolin-1 favors tumor invasion and metastasis.",2011,"Cell",17,25000,"31211.1","54295.8","70474.11","41899.0","42181.0","https://elifesciences.org/articles/04796","Partial",NA,"43479.0","43775.0","https://elifesciences.org/articles/45120","Yes","No","Yes","3.0","Core7,Core8,CRO15",NA
"163",21,1,1,1,"Relative tumor volume of A549 xenografts treated with cimetidine vs vehicle","Positive","Positive","12.0",27,"Yes","Student's t test","Student's t test","t","2.348576","NA","10.0","0.04073944","Student's t test","t","2.411154","NA","25.0","0.02357807","No","NA","NA","NA","NA","NA","Cohen's d","1.355951","0.05518853","2.60415546","0.928691","0.1232132","1.7175443","1.039572","0.3263091","1.7528341","0.004281727",NA,"4C,4D,S1","Yes","Yes","Yes","Yes",3,0,0,0,"NA","NA","NA","Animal","1.0","Core4","1.0","Tumor xenograft experiment testing efficacy of cimetidine in inhibiting the growth of tumors in SCID mice","Yes","Yes","NA","0.0","NA","6.0","NA","1.0","No","NA","xenograft generation, animal injections",NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"Discovery and Preclinical Validation of Drug Indications Using Compendia of Public Gene Expression Data",2011,"Science Translational Medicine",8,25000,"9181.72","11181.72","11838.11","42039.0","42109.0","https://elifesciences.org/articles/06847","Yes","NA","42478.0","42579.0","https://elifesciences.org/articles/17044","Yes","Yes","Yes","1.0","Core4",NA
"164",21,1,2,1,"Relative tumor volume of A549 xenografts treated with DOX vs vehicle","Positive","Positive","12.0",18,"No","NA","Student's t test","t","5.204783","NA","10.0","3.985327E-4","Student's t test","t","2.227984","NA","16.0","0.04057874","No","NA","NA","NA","NA","NA","Cohen's d","3.004983","1.251697","4.695657","1.263148","0.05315685","2.43910131","1.983622","0.3023162","3.6649283","0.02075643",NA,"4C,4D,S1","Yes","Yes","Yes","Yes",3,0,0,0,"NA","NA","NA","Animal","1.0","Core4","1.0","Tumor xenograft experiment testing efficacy of cimetidine in inhibiting the growth of tumors in SCID mice","Yes","Yes","NA","0.0","NA","6.0","NA","1.0","No","NA","xenograft generation, animal injections",NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"Discovery and Preclinical Validation of Drug Indications Using Compendia of Public Gene Expression Data",2011,"Science Translational Medicine",8,25000,"9181.72","11181.72","11838.11","42039.0","42109.0","https://elifesciences.org/articles/06847","Yes","NA","42478.0","42579.0","https://elifesciences.org/articles/17044","Yes","Yes","Yes","1.0","Core4",NA
"165",21,1,3,1,"Relative tumor volume of ACHN xenografts treated with cimetidine vs vehicle","Null","Null-negative","12.0",30,"Yes","Student's t test","Student's t test","t","1.053297","NA","10.0","0.31699","Mann-Whitney","z","-0.7258662","NA","NA","0.4863648","No","NA","NA","NA","NA","NA","Cohen's d","0.6081211","-0.5678437","1.7556535","-0.181138","-0.8967692","0.5376991","0.03693119","-0.6547971","0.7286595","0.9166599",NA,"4C,4D,S1","Yes","Yes","Yes","Yes",3,0,0,0,"NA","NA","NA","Animal","1.0","Core4","1.0","Tumor xenograft experiment testing efficacy of cimetidine in inhibiting the growth of tumors in SCID mice","Yes","Yes","NA","0.0","NA","6.0","NA","1.0","No","NA","xenograft generation, animal injections",NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"Discovery and Preclinical Validation of Drug Indications Using Compendia of Public Gene Expression Data",2011,"Science Translational Medicine",8,25000,"9181.72","11181.72","11838.11","42039.0","42109.0","https://elifesciences.org/articles/06847","Yes","NA","42478.0","42579.0","https://elifesciences.org/articles/17044","Yes","Yes","Yes","1.0","Core4",NA
"166",22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B","Yes","No","No","No",2,4,0,0,"Cells","Cells","NA","Cell-based","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes","Varation across multiple cell lines reported","Selective killing of cancer cells by a small molecule targeting the stress response to ROS",2011,"Nature",14,25000,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","Yes","NA","NA","NA",NA
"167",22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B,4A,S19A","Yes","No","No","No",3,3,0,0,"Cells","Cells","NA","Cell-based","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"Selective killing of cancer cells by a small molecule targeting the stress response to ROS",2011,"Nature",14,25000,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","Yes","NA","NA","NA",NA
"168",22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3D","Yes","No","No","No",4,3,0,0,"Cells","Cells","NA","Cell-based","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"Selective killing of cancer cells by a small molecule targeting the stress response to ROS",2011,"Nature",14,25000,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","Yes","NA","NA","NA",NA
"169",22,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S9B","Yes","No","No","No",5,0,0,0,"Cells","Cells","NA","Animal","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"Selective killing of cancer cells by a small molecule targeting the stress response to ROS",2011,"Nature",14,25000,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","Yes","NA","NA","NA",NA
"170",23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2C","Yes","Yes","No","No",4,2,3,0,"NA","NA","NA","Patient Samples","1.0","Core20","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Fisher's exact test","Yes",NA,"Functional genomics reveal that the serine synthesis pathway is essential in breast cancer",2011,"Nature",27,25000,"47473.87","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","Yes","NA","2.0","Core20,Core21",NA
"171",23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3E,3F","Yes","Yes","No","No",4,3,1,0,"Plasmids","Plasmids","NA","Cell-based","1.0","Core21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","unknown","Yes",NA,"Functional genomics reveal that the serine synthesis pathway is essential in breast cancer",2011,"Nature",27,25000,"47473.87","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","Yes","NA","2.0","Core20,Core21",NA
"172",23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3H","Yes","Yes","No","No",2,3,2,2,"Plasmids","Plasmids","NA","Animal","1.0","Core21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","unknown","Yes","For pooled screen, methods state an unpaired t-test was conducted","Functional genomics reveal that the serine synthesis pathway is essential in breast cancer",2011,"Nature",27,25000,"47473.87","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","Yes","NA","2.0","Core20,Core21",NA
"173",24,1,1,1,"PTEN-3'UTR luciferase reporter activity of siNC vs siSERINC1","Positive","Null-negative","8.0",8,"Yes","Student's t test","Student's t test","t","5.114467","NA","6.0","0.002190081","Student's t test","t","-0.1767","NA","6.0","0.8655577","No","NA","NA","NA","NA","NA","Cohen's d","3.616474","1.147255","6.003115","-0.1249458","-1.507507","1.267743","1.660446","-2.002263","5.323155","0.3742575",NA,"3C,S3A","Yes","Yes","Yes","Yes",2,4,1,0,"NA","NA","NA","Cell-based","1.0","Core9","1.0","ceRNA depletion on PTEN-3'UTR luciferase reporter activity","Yes","Yes","NA","0.0","NA","6.0","NA","1.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
