X.2,X.1,X,pID,eID,oID,internalID,Effect.description,origDirection,Observed.difference.in.replication.,origN,repN,testReported,What.statistical.test.was.reported.,Statistical.test.applied.to.original.data,Original.test.statistic.type,Original.test.statistic.value,Original.df1,Original.df2,Original.p.value,Replication.statistical.test,Replication.test.statistic.type,Replication.test.statistic.value,Replication.df1,Replication.df2,Replication.p.value,Was.original.data.representative.,origRawDiff,Replication.raw.difference..if.original.reported.representative.data.,Replication.raw.difference.type..mean.or.median.,Replication.raw.diference.standard.error,Replication.raw.difference.lower.CI,Replication.raw.difference.upper.CI,Effect.size.type,Original.effect.size,Original.standard.error,Original.lower.CI,Original.upper.CI,Replication.effect.size,Replication.standard.error,Replication.lower.CI,Replication.upper.CI,Meta.analysis.effect.size,Meta.analysis.lower.CI,Meta.analysis.upper.CI,Meta.analysis.p.value,repDirection,Statistical.test.applied.to.original.data..SMD.,Original.test.statistic.type..SMD.,Original.test.statistic.value..SMD.,origdf1,origdf2,origPval,Replication.statistical.test..SMD.,Replication.test.statistic.type..SMD.,Replication.test.statistic.value..SMD.,repdf1,repdf2,repPval,repRawDiff,Replication.raw.difference.type..mean.or.median...SMD.,Replication.raw.diference.standard.error..SMD.,Replication.raw.difference.lower.CI..SMD.,Replication.raw.difference.upper.CI..SMD.,EStype,origES,origSE,origESLo,origESHi,repES,repSE,repESLo,repESHi,Meta.analysis.effect.size..SMD.,Meta.analysis.lower.CI..SMD.,Meta.analysis.upper.CI..SMD.,Meta.analysis.p.value..SMD.,Notes.x,Original.paper.figure,Was.experiment.originally.identified.by.RP.CB.team,Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.,Did.the.experiment.protocol.get.submitted.to.eLife,Did.the.experiment.protocol.get.accepted.and.published.in.eLife,infoNeeded,infoQuality,Data.shared.by.original.authors,Code.shared.by.original.authors,Key.materials.asked.to.be.shared,materialsSharedProse,Key.materials.shared,expType,Number.of.lab.s..contracted.for.the.experiment,labsContracted,Registered.Report.protocol,Experiment.description,Replication.experiment.attempted,Replication.experiment.completed,If.experiment.incomplete..why.,changesNeededRaw,If.modifications.were.needed.for.experiment.to.proceed..what.were.they.,changesSuccess,If.modifications.unable.to.be.fully.implemented..why.,Replication.study.figure,Were.materials.shippped.between.replicating.labs.,If.a.material.was.shipped.between.replicating.labs..what.was.it.,What.types.of.experimental.techniques.were.utilized.,Was.the.original.experiment.blinded.,Was.the.replication.experiment.blinded.,Was.the.original.experiment.randomized.,Was.the.replication.experiment.randomized.,Was.the.original.experiment.sample.size.determined.a.priori.,Was.the.replication.experiment.sample.size.determined.a.priori.,Was.a.statistical.test.reported.in.the.original.paper..y,What.statistical.test.s..was.reported.,Was.variation.of.biological.repeats.reported.in.the.original.experiment.,Notes.y,Original.paper.title,Year,Original.paper.journal,Number.of.original.authors,OSF.project.link,Draft.protocol.shared.with.original.authors.date,Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team,Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife,Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife,Actual.budget.at.completion.of.replication.attempt,Registered.Report.submission.date,Registered.Report.acceptance.date,Link.to.Registered.Report,Experimental.work.start.date,Experimental.work.end.date,Replication.study.fully.completed,If.Replication.study.incomplete..why.,Replication.study.submission.date,Replication.study.acceptance.date,Link.to.Replication.study,Did.original.authors.respond.to.any.emails.,Did.the.original.paper.have.a.potential.conflict.of.issue.statement.,Did.the.replication.study.have.a.potential.conflict.of.issue.statement.,Number.of.lab.s..contracted.for.the.entire.paper,Contracted.lab.s..for.the.entire.paper,Notes,repSignif,origSignif,changes,changes_a..GTE.moderate.success,changes_b..LT.moderate.success,changes_c..No.changes.needed,materialsShared,materialsShared_a.No,materialsShared_b.Yes,materialsShared_c..Not.requested,hasCROLab,hasCoreLab,expAnimal,quantPair,peoID,nInternal,peID,origES2,ES2type,origESLo2,origESHi2,repES2,repESLo2,repESHi2,origSE2,repSE2,origVar2,repVar2,origES3,origESLo3,origESHi3,repES3,repESLo3,repESHi3,origSE3,repSE3,origVar3,repVar3,discrep,badCI,pw.PILo,pw.PIHi,pw.PIRepInside,pw.PILo.sens,pw.PIHi.sens,pw.PIRepInside.sens,pw.Porig,pw.PorigSens,pw.ratio,pw.ratioVar,pw.diff,pw.diffVar,pw.PsigAgree1,pw.PsigAgree1.sens,pw.FEest,pw.FEestVar,pw.FElo,pw.FEhi
224,224,224,29,2,3,1,Relative BCL2 expression of MV4;11 cells treated with I-BET151 vs K-562 cells treated with I-BET151,Positive,Positive,6,6,No,"",Student's t test,t,21.23866,,4,0.00002905701,Student's t test,t,17.22888,,4,0.00006659353,No,,,"",,,,Cohen's d,17.3413,7.575296,5.896563,29.037485,14.06732,6.172865,4.725533,23.594545,15.37377,5.994763,24.752782,0.001314888,Positive,Student's t test,t,21.23866,,4,0.00002905701,Student's t test,t,17.22888,,4,0.00006659353,,"",,,,Cohen's d,17.3413,7.575296,5.896563,29.037485,14.06732,6.172865,4.725533,23.594545,15.37377,5.994763,24.752782,0.001314888,"",3D,Yes,Yes,Yes,Yes,3,0,0,0,Cells,No,No,Cell-based,1,CRO3,3.0,BCL2 expression in I-BET151 treated MV4;11 and K-562 cells,Yes,Yes,"",0,"",6,"",2.0,No,"","cell culture, qPCR","","","","","","",No,"",Yes,"",Inhibition of BET recruitment to chromatin as an effective treatment for MLL-fusion leukaemia,2011,Nature,27,https://osf.io/hcqqy/,2014-08-18,25000,59875.98,59875.98,65936.13,42157,42220,https://elifesciences.org/articles/08997,42264,42569,Yes,"",42758,42877,https://elifesciences.org/articles/25306,Yes,Yes,Yes,2,"Core11,CRO3","",TRUE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,TRUE,FALSE,FALSE,TRUE,p29e2o3,1,p29e2,17.3413,Cohen's d,5.896563,29.037485,14.06732,4.725533,23.594545,7.575296,4.81361192063639,57.385109487616,23.1708597224928,17.3413,5.896563,29.037485,14.06732,4.725533,23.594545,5.90340490502189,4.8136119206364,34.8501894726365,23.1708597224928,0.125724000000002,FALSE,2.41195067671879,32.2706493232812,TRUE,2.40643237040254,32.2761676295975,TRUE,0.667329021526634,0.667444559900301,1.23273658379848,0.354043775176188,3.27398,58.0210491951293,0.850370692752734,0.850192163561044,15.3747925873901,13.917515501263,8.06291439608567,22.6866707786946
225,225,225,29,3,1,1,Survival of I-BET151 vs vehicle control,Positive,Null-positive,10,23,Yes,unknown,Log-rank Mantel-Cox test,chi-squared,5.660873,,1,0.01734749,Log-rank Mantel-Cox test,chi-squared,0.383156,,1,0.535919,No,,,"",,,,Hazard ratio,10.32306,1.038819,1.508854,70.626861,1.439196,2.890483,0.4544079,4.558209,3.296105,0.4898793,22.1775188,0.2200881,Null-positive,Log-rank Mantel-Cox test,chi-squared,5.660873,,1,0.01734749,Log-rank Mantel-Cox test,chi-squared,0.383156,,1,0.535919,,"",,,,Hazard ratio,10.32306,1.038819,1.508854,70.626861,1.439196,2.890483,0.4544079,4.558209,3.296105,0.4898793,22.1775188,0.2200881,"","4B,4D,S16A",Yes,Yes,Yes,Yes,4,1,0,0,Cells,No,No,Animal,1,Core11,"4,5",Survival and tumor burden in I-BET151 treated xenograft mouse model of MLL-fusion leukaemia,Yes,Yes,"",4,Timecourse between cell injection and animal randomization was extended because detectable disease burden was not achieved; Cell death assay needed to be modified to prevent inability to properly compensate,5,"","3,4",No,"","xenograft generation, animal injections, flow cytometry","","","","","","",Yes,unknown,Yes,"",Inhibition of BET recruitment to chromatin as an effective treatment for MLL-fusion leukaemia,2011,Nature,27,https://osf.io/hcqqy/,2014-08-18,25000,59875.98,59875.98,65936.13,42157,42220,https://elifesciences.org/articles/08997,42264,42569,Yes,"",42758,42877,https://elifesciences.org/articles/25306,Yes,Yes,Yes,2,"Core11,CRO3","",FALSE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,TRUE,TRUE,p29e3o1,1,p29e3,2.33438022773044,Log hazard ratio,0.411350422288421,4.25741053956192,0.364084624328478,-0.788760026162942,1.51692978321675,0.981155813987075,0.588196984119779,0.96266673132064,0.345975692127604,0.420530358316469,0.0784465374645994,0.698317972882769,0.0694619324780675,-0.149643857506755,0.282439958841907,0.158133373956776,0.110227488810224,0.0250061639589536,0.0121500992894081,0.0321481031427843,FALSE,0.0427284853731869,0.798332231259751,TRUE,-0.134027260187242,0.97508797682018,TRUE,0.068564918075305,0.214688718063631,6.05411256660979,97.4795617827119,0.351068425838402,0.0371562632483617,0.855620289065334,0.720109244920959,0.184261319133314,0.00817701642701923,0.00702793661034254,0.361494701656285
226,226,226,29,3,2,1,Leukaemia burden in bone marrow of I-BET151 vs vehicle control,Positive,Null-positive,,18,No,"","","",,,,,Mann-Whitney,z,0.3554093,,,0.7618264,Yes,12.81,0.53,Median,,-5.8,10.6,Cliff's delta,,,,,0.1,0.2881248,-0.4160938,0.5673656,,,,,Null-negative,"","",,,,,Student's t test,t,-0.1095381,,16,0.9141378,-0.53075,Mean,4.845347,-10.802427,9.740927,Cohen's d,,,,,-0.05195847,0.5032096,-0.9810177,0.8787102,,,,,"","4B,4D,S16A",Yes,Yes,Yes,Yes,4,1,0,0,Cells,No,No,Animal,1,Core11,"4,5",Survival and tumor burden in I-BET151 treated xenograft mouse model of MLL-fusion leukaemia,Yes,Yes,"",4,Timecourse between cell injection and animal randomization was extended because detectable disease burden was not achieved; Cell death assay needed to be modified to prevent inability to properly compensate,5,"","3,4",No,"","xenograft generation, animal injections, flow cytometry","","","","","","",Yes,unknown,Yes,"",Inhibition of BET recruitment to chromatin as an effective treatment for MLL-fusion leukaemia,2011,Nature,27,https://osf.io/hcqqy/,2014-08-18,25000,59875.98,59875.98,65936.13,42157,42220,https://elifesciences.org/articles/08997,42264,42569,Yes,"",42758,42877,https://elifesciences.org/articles/25306,Yes,Yes,Yes,2,"Core11,CRO3","",FALSE,,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,TRUE,FALSE,p29e3o2,1,p29e3,,Cohen's d,,,-0.05195847,-0.9810177,0.8787102,,0.474429100399114,,0.225082971305512,,,,-0.05195847,-0.9810177,0.8787102,,0.474429100399113,,0.225082971305512,,,,,,,,,,,,,,,,,,,,
246,246,246,37,1,1,1,Effective concentrations of Ewing's sarcoma cell lines vs osteosarcoma cell lines,Positive,Null-positive,13,12,No,"",Mann-Whitney,z,2.806204,,,0.0050129,Mann-Whitney,z,0.9459334,,,0.3441826,No,,,"",,,,Cliff's delta,0.925,0.075,0.6221087,0.9870526,0.3142857,0.4239433,-0.4619786,0.8178903,0.6339286,-0.1000189,0.9211049,0.02941243,Null-positive,Student's t test,t,2.725008,,11,0.01975383,Student's t test,t,0.2990749,,10,0.771006,,"",,,,Cohen's d,2.955051,0.9236789,1.271629,4.578589,0.4716736,0.6517493,-0.7052214,1.626032,1.208185,-0.240872,2.657242,0.1022241,"","4C,S16",Yes,Yes,Yes,Yes,3,4,0,0,"","","",Cell-based,1,CRO18,1.0,Sensitivity of Ewing's sarcoma cell lines to olaparib,Yes,Yes,"",0,"",6,"",1.0,No,"",cell culture,"","","","","","",No,"",Yes,Varation across multiple cell lines reported,Systematic identification of genomic markers of drug sensitivity in cancer cells,2012,Nature,54,https://osf.io/nbryi/,2014-12-01,25000,49042.9,49042.9,53089.3,42346,42515,https://elifesciences.org/articles/13620,42724,42872,Yes,"",42913,43082,https://elifesciences.org/articles/29747,Yes,Yes,Yes,1,CRO18,"",FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,FALSE,FALSE,TRUE,p37e1o1,2,p37e1,2.955051,Cohen's d,1.271629,4.578589,0.4716736,-0.7052214,1.626032,0.9236789,0.594718428090677,0.85318271030521,0.353690008710645,2.955051,1.271629,4.578589,0.525269309693821,-0.7052214,1.626032,0.843627746755777,0.422157491758709,0.711707775096229,0.178216947848004,0.0299420000000001,FALSE,1.10610287289965,4.80399912710035,FALSE,1.06206154579035,4.84804045420965,FALSE,0.0100045393743924,0.0118780047295586,5.62578270891649,23.0228057575182,2.42978169030618,0.889924722944233,0.987945464841114,0.984377606364776,1.01185909152469,0.142527097143352,0.271918570598002,1.75179961245138
248,248,248,37,2,1,1,IC50 values of EWS-FLI1 transformed cells vs FUS-CHOP transformed cells,Positive,Null,6,6,No,"",Welch's t test,t,5.671417,,2.286344,0.02174274,"","",,,,,No,,,"",,,,Glass' delta,3.390155,1.881477,-0.03433533,6.827256,,,,,,,,,Null,Welch's t test,t,5.671417,,2.286344,0.02174274,"","",,,,,,"",,,,Glass' delta,3.390155,1.881477,-0.03433533,6.827256,,,,,,,,,"original study data has SD1/SD2 larger than 2, so assumed unequal variance",4E,Yes,Yes,Yes,Yes,3,3,1,0,Cells,Cells,Cells,Cell-based,1,CRO18,2.0,Olaparib sensitivity in cells transformed with the EWS-FLI1 rearrangement,Yes,Yes,"",0,"",6,"",2.0,No,"","cell culture, transfection/transduction","","","","","","",No,"",Yes,"",Systematic identification of genomic markers of drug sensitivity in cancer cells,2012,Nature,54,https://osf.io/nbryi/,2014-12-01,25000,49042.9,49042.9,53089.3,42346,42515,https://elifesciences.org/articles/13620,42724,42872,Yes,"",42913,43082,https://elifesciences.org/articles/29747,Yes,Yes,Yes,1,CRO18,"",,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,FALSE,p37e2o1,1,p37e2,3.390155,Glass' delta,-0.03433533,6.827256,,,,1.881477,,3.539955701529,,3.390155,-0.03433533,6.827256,,,,1.75043811624177,,3.06403359879203,,0.00630533500000041,FALSE,,,,,,,,,,,,,,,,,,
250,250,250,37,3,1,1,IC50 values of control siRNA transfected cells vs EWS-FLI1 siRNA transfected cells,Positive,Null,6,6,No,"",Student's t test,t,15.25125,,4,0.0001077913,"","",,,,,No,,,"",,,,Cohen's d,12.45259,5.484074,4.142031,20.9142,,,,,,,,,Null,Student's t test,t,15.25125,,4,0.0001077913,"","",,,,,,"",,,,Cohen's d,12.45259,5.484074,4.142031,20.9142,,,,,,,,,"original study data has SD1/SD2 larger than 2, so assumed unequal variance","4F,S20",Yes,Yes,Yes,Yes,4,5,1,0,"","","",Cell-based,1,CRO18,3.0,Olaparib sensitivity after depletion of EWS-FLI1 from A673 cells,Yes,Yes,"",0,"",6,"",3.0,No,"","cell culture, transfection/transduction","","","","","","",No,"",Yes,"",Systematic identification of genomic markers of drug sensitivity in cancer cells,2012,Nature,54,https://osf.io/nbryi/,2014-12-01,25000,49042.9,49042.9,53089.3,42346,42515,https://elifesciences.org/articles/13620,42724,42872,Yes,"",42913,43082,https://elifesciences.org/articles/29747,Yes,Yes,Yes,1,CRO18,"",,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,FALSE,FALSE,FALSE,p37e3o1,1,p37e3,12.45259,Cohen's d,4.142031,20.9142,,,,5.484074,,30.075067637476,,12.45259,4.142031,20.9142,,,,4.27869316280726,,18.3072151814536,,0.0755254999999977,FALSE,,,,,,,,,,,,,,,,,,
254,254,254,39,1,1,1,Tumor weights of IgG vs anti-CD47 (MIAP410),Positive,Null-negative,10,13,Yes,unknown,Welch's t test,t,5.676941,,4.015065,0.00469753,Welch's t test,t,-1.795881,,9.656009,0.103811,No,,,"",,,,Glass' delta,2.541195,1.098731,0.402931,4.597614,-1.131789,0.6451894,-2.355,0.1594191,0.597033,-2.996234,4.190299,0.7446858,Null-negative,Welch's t test,t,5.676941,,4.015065,0.00469753,Welch's t test,t,-1.795881,,9.656009,0.103811,,"",,,,Glass' delta,2.541195,1.098731,0.402931,4.597614,-1.131789,0.6451894,-2.355,0.1594191,0.597033,-2.996234,4.190299,0.7446858,"","6A,6B,6C,Table S4",Yes,Yes,Yes,Yes,4,5,2,1,"Antibodies,Cells","Antibodies,Cells","Antibodies,Cells",Animal,1,CRO6,1.0,Tumor weights and blood toxicity of immune competent hosts treated with control or CD47 targeted antibodies,Yes,Yes,"",1,Number of mice to inoculate was increased,5,"","1,2",No,"","blood draw, hematology analyzer, necroopsy","","","","","","",Yes,unknown,Yes,Original study analyzed toxicity in different mouse strains and treatment regimen,The CD47-signal regulatory protein alpha (SIRPa) interaction is a therapeutic target for human solid tumors,2012,PNAS,44,https://osf.io/9pbos/,2014-04-21,25000,10175.42,10175.42,11697.93,41885,41993,https://elifesciences.org/articles/04586,41993,42486,Yes,"",42515,42695,https://elifesciences.org/articles/18173,Yes,Yes,Yes,1,CRO6,"",FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,TRUE,TRUE,p39e1o1,1,p39e1,2.541195,Glass' delta,0.402931,4.597614,-1.131789,-2.355,0.1594191,1.098731,0.641445230584189,1.207209810361,0.411451983839203,2.541195,0.402931,4.597614,-1.131789,-2.355,0.1594191,1.07009185706654,0.641445230584189,1.14509658256011,0.411451983839203,0.0409225000000006,FALSE,0.0959103089602364,4.98647969103976,FALSE,0.0624418623772782,5.01994813762272,FALSE,0.00324000759319754,0.00368135234514289,-2.24529042074097,2.5132679872575,3.672984,1.55654856639931,0.848295451105335,0.841805707037963,-0.160886719125099,0.302690369418888,-1.23920605473183,0.917432616481637
255,255,255,39,1,2,1,"hematological counts of NT, IgG, CD47",Positive,Positive,6,20,No,"","","",,,,,"","",,,,,No,,,"",,,,"",,,,,,,,,,,,,Positive,"","",,,,,"","",,,,,,"",,,,"",,,,,,,,,,,,,"","6A,6B,6C,Table S4",Yes,Yes,Yes,Yes,4,5,2,1,"Antibodies,Cells","Antibodies,Cells","Antibodies,Cells",Animal,1,CRO6,1.0,Tumor weights and blood toxicity of immune competent hosts treated with control or CD47 targeted antibodies,Yes,Yes,"",1,Number of mice to inoculate was increased,5,"","1,2",No,"","blood draw, hematology analyzer, necroopsy","","","","","","",Yes,unknown,Yes,Original study analyzed toxicity in different mouse strains and treatment regimen,The CD47-signal regulatory protein alpha (SIRPa) interaction is a therapeutic target for human solid tumors,2012,PNAS,44,https://osf.io/9pbos/,2014-04-21,25000,10175.42,10175.42,11697.93,41885,41993,https://elifesciences.org/articles/04586,41993,42486,Yes,"",42515,42695,https://elifesciences.org/articles/18173,Yes,Yes,Yes,1,CRO6,"",,,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,TRUE,FALSE,p39e1o2,1,p39e1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,263,263,42,1,1,1,Met expression in shMet exosomes compared to a constant of 1 (shScr exosomes),Positive,Positive,,3,No,"","","",,,,,"","",,,,,Yes,,,"",,,,"",,,,,,,,,,,,,Positive,"","",,,,,"","",,,,,,"",,,,"",,,,,,,,,,,,,"data are quantified here (https://osf.io/329ya/), but as stated in response letter to reviewer during Replication study deemed not sufficient for quantification (https://osf.io/dtc8p/)","4A,S1C(right),S5A",Yes,Yes,Yes,Yes,3,5,2,0,Cells,Cells,Cells,Cell-based,2,"Core15,CRO19","1,2",MET and pMET expression in exosomes,Yes,Partial,pMET could not be reliabilty detected in exosomes,4,"Low expresssion of Met in shScr cells required optimization of MOI for generation of stable cells (additional experiment to confirm shMet expression in shMet cells); Inability to detect pMet required optimization of lysis and Western blot (e.g., phosphatase inhibitors, different antibody)",4,"",1.0,Yes,"Cells,Exosomes","","","","","","","",No,"",Yes,"",Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET.,2012,Nature Medicine,25,https://osf.io/ewqzf/,2014-07-28,25000,71117.28,75337.42,186545.5,42072,42305,https://elifesciences.org/articles/07383,42474,43228,Partial,pMET could not be reliabilty detected in exosomes,43291,43435,https://elifesciences.org/articles/39944,Yes,Yes,Yes,2,"Core15,CRO19","",,,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,TRUE,FALSE,FALSE,p42e1o1,1,p42e1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,264,264,42,2,1,1,Metastatic burden in lungs of shScr injected mice vs liposome,Positive,Null-positive,14,12,Yes,between-subjects ANOVA,Student's t test,t,4.288986,,12,0.001052166,Student's t test,t,0.4739758,,10,0.6456962,No,,,"",,,,Cohen's d,2.292559,0.7673493,0.8800974,3.6511361,0.2736501,0.6359977,-0.8707803,1.4047364,1.237453,-0.7390172,3.2139238,0.219778,Null-positive,Student's t test,t,4.288986,,12,0.001052166,Student's t test,t,0.4739758,,10,0.6456962,,"",,,,Cohen's d,2.292559,0.7673493,0.8800974,3.6511361,0.2736501,0.6359977,-0.8707803,1.4047364,1.237453,-0.7390172,3.2139238,0.219778,cohen's d is used here while Replication study reported cliff's delta,4E,Yes,Yes,Yes,Yes,3,5,2,0,Cells,Cells,Cells,Animal,2,"Core15,CRO19",3.0,Exosome-dependent Met signaling on primary tumor growth and metastasis,Yes,Yes,"",1,Change in timeline (shortened 3 days) due to animal distress/death,5,"",2.0,Yes,"Cells,Exosomes","","","","","","","",Yes,between-subjects ANOVA,Yes,"",Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET.,2012,Nature Medicine,25,https://osf.io/ewqzf/,2014-07-28,25000,71117.28,75337.42,186545.5,42072,42305,https://elifesciences.org/articles/07383,42474,43228,Partial,pMET could not be reliabilty detected in exosomes,43291,43435,https://elifesciences.org/articles/39944,Yes,Yes,Yes,2,"Core15,CRO19","",FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,TRUE,TRUE,TRUE,p42e2o1,1,p42e2,2.292559,Cohen's d,0.8800974,3.6511361,0.2736501,-0.8707803,1.4047364,0.7673493,0.58049962089839,0.58882494821049,0.336979809863175,2.292559,0.8800974,3.6511361,0.2736501,-0.8707803,1.4047364,0.7069106171995,0.580499620898391,0.499722620709378,0.336979809863175,0.0269422499999998,FALSE,0.499751723068331,4.08536627693167,FALSE,0.454364823842268,4.13075317615773,FALSE,0.0273038094538214,0.031346194156473,8.37770203628648,322.509872633958,2.0189089,0.836702430572553,0.896610371364671,0.885381837620776,1.08676060666785,0.201262034814146,0.207476910180962,1.96604430315474
265,265,265,42,2,2,1,Metastatic burden in lungs of shScr injected mice vs shMet,Positive,Null-positive,14,13,No,"",Welch's t test,t,4.56077,,7.376149,0.002276347,Student's t test,t,0.6061607,,11,0.5567099,No,,,"",,,,Glass' delta,5.342071,1.632133,2.213625,8.449566,0.2623192,0.5624988,-0.8519444,1.351713,2.571135,-2.386288,7.528559,0.3093806,Null-positive,Welch's t test,t,4.56077,,7.376149,0.002276347,Student's t test,t,0.6061607,,11,0.5567099,,"",,,,Glass' delta,5.342071,1.632133,2.213625,8.449566,0.2623192,0.5624988,-0.8519444,1.351713,2.571135,-2.386288,7.528559,0.3093806,glass' delta is used here while Replication study reported cliff's delta,4E,Yes,Yes,Yes,Yes,3,5,2,0,Cells,Cells,Cells,Animal,2,"Core15,CRO19",3.0,Exosome-dependent Met signaling on primary tumor growth and metastasis,Yes,Yes,"",1,Change in timeline (shortened 3 days) due to animal distress/death,5,"",2.0,Yes,"Cells,Exosomes","","","","","","","",Yes,between-subjects ANOVA,Yes,"",Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET.,2012,Nature Medicine,25,https://osf.io/ewqzf/,2014-07-28,25000,71117.28,75337.42,186545.5,42072,42305,https://elifesciences.org/articles/07383,42474,43228,Partial,pMET could not be reliabilty detected in exosomes,43291,43435,https://elifesciences.org/articles/39944,Yes,Yes,Yes,2,"Core15,CRO19","",FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,TRUE,TRUE,TRUE,p42e2o2,1,p42e2,5.342071,Glass' delta,2.213625,8.449566,0.2623192,-0.8519444,1.351713,1.632133,0.562167829965798,2.663858129689,0.316032669048454,5.342071,2.213625,8.449566,0.2623192,-0.8519444,1.351713,1.59083050739409,0.562167829965798,2.53074170325575,0.316032669048454,0.0104754999999983,FALSE,2.03514394864039,8.64899805135961,FALSE,2.01031974577122,8.67382225422877,FALSE,0.00260655237652085,0.00280573082130431,20.3647731466092,1941.4972248783,5.0797518,2.8467743723042,0.994016659602026,0.99335846156125,0.826244298903532,0.280948522978582,-0.212626329113768,1.86511492692083
266,266,266,42,2,3,1,Metastatic burden in femurs of shScr injected mice vs liposome,Positive,Null-positive,10,12,No,"",Mann-Whitney,z,2.78543,,,0.007936508,Mann-Whitney,z,0.1601282,,,0.9372294,No,,,"",,,,Cliff's delta,1,0.03,0.8490597,1,0.05555556,0.3571146,-0.5361754,0.6106755,0.5277778,-0.4469745,0.929545,0.2637178,Null-positive,Student's t test,t,3.063755,,8,0.01549405,Student's t test,t,0.9434677,,10,0.3676772,,"",,,,Cohen's d,1.937689,0.8906913,0.348804,3.4519,0.5447114,0.6463765,-0.6240027,1.687695,1.106406,-0.2328773,2.44569,0.1054125,"",4E,Yes,Yes,Yes,Yes,3,5,2,0,Cells,Cells,Cells,Animal,2,"Core15,CRO19",3.0,Exosome-dependent Met signaling on primary tumor growth and metastasis,Yes,Yes,"",1,Change in timeline (shortened 3 days) due to animal distress/death,5,"",2.0,Yes,"Cells,Exosomes","","","","","","","",Yes,between-subjects ANOVA,Yes,"",Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET.,2012,Nature Medicine,25,https://osf.io/ewqzf/,2014-07-28,25000,71117.28,75337.42,186545.5,42072,42305,https://elifesciences.org/articles/07383,42474,43228,Partial,pMET could not be reliabilty detected in exosomes,43291,43435,https://elifesciences.org/articles/39944,Yes,Yes,Yes,2,"Core15,CRO19","",FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,TRUE,TRUE,TRUE,p42e2o3,1,p42e2,1.937689,Cohen's d,0.348804,3.4519,0.5447114,-0.6240027,1.687695,0.8906913,0.589729637440886,0.79333099189569,0.347781045276159,1.937689,0.348804,3.4519,0.5447114,-0.6240027,1.687695,0.791620668664533,0.589729637440886,0.626663283056883,0.347781045276159,0.037337,FALSE,0.00293119594536195,3.87244680405464,TRUE,-0.0391993775750668,3.91457737757507,TRUE,0.158207634565304,0.167262929207536,3.55727638525649,16.944325675217,1.3929776,0.974444328333042,0.78582724961043,0.776164199402878,1.04186777075236,0.223657324775587,0.114953317810756,1.96878222369396
