X.3,X.2,X.1,X,pID,eID,oID,internalID,Effect.description,origDirection,Observed.difference.in.replication.,origN,repN,testReported,What.statistical.test.was.reported.,Statistical.test.applied.to.original.data,Original.test.statistic.type,Original.test.statistic.value,Original.df1,Original.df2,Original.p.value,Replication.statistical.test,Replication.test.statistic.type,Replication.test.statistic.value,Replication.df1,Replication.df2,Replication.p.value,Was.original.data.representative.,origRawDiff,Replication.raw.difference..if.original.reported.representative.data.,Replication.raw.difference.type..mean.or.median.,Replication.raw.diference.standard.error,Replication.raw.difference.lower.CI,Replication.raw.difference.upper.CI,Effect.size.type,Original.effect.size,Original.standard.error,Original.lower.CI,Original.upper.CI,Replication.effect.size,Replication.standard.error,Replication.lower.CI,Replication.upper.CI,Meta.analysis.effect.size,Meta.analysis.lower.CI,Meta.analysis.upper.CI,Meta.analysis.p.value,repDirection,Statistical.test.applied.to.original.data..SMD.,Original.test.statistic.type..SMD.,Original.test.statistic.value..SMD.,origdf1,origdf2,origPval,Replication.statistical.test..SMD.,Replication.test.statistic.type..SMD.,Replication.test.statistic.value..SMD.,repdf1,repdf2,repPval,repRawDiff,Replication.raw.difference.type..mean.or.median...SMD.,Replication.raw.diference.standard.error..SMD.,Replication.raw.difference.lower.CI..SMD.,Replication.raw.difference.upper.CI..SMD.,EStype,origES,origSE,origESLo,origESHi,repES,repSE,repESLo,repESHi,Meta.analysis.effect.size..SMD.,Meta.analysis.lower.CI..SMD.,Meta.analysis.upper.CI..SMD.,Meta.analysis.p.value..SMD.,Notes.x,Original.paper.figure,Was.experiment.originally.identified.by.RP.CB.team,Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.,Did.the.experiment.protocol.get.submitted.to.eLife,Did.the.experiment.protocol.get.accepted.and.published.in.eLife,infoNeeded,infoQuality,Data.shared.by.original.authors,Code.shared.by.original.authors,Key.materials.asked.to.be.shared,materialsSharedProse,Key.materials.shared,expType,What.types.of.experimental.techniques.were.utilized.,What.category.of.experimental.techniques.were.utilized.,Number.of.lab.s..contracted.for.the.experiment,labsContracted,Registered.Report.protocol,Experiment.description,Original.sample.number..reported.,Replication.sample.number..power.,Replication.sample.number..reported.,Replication.experiment.attempted,Replication.experiment.completed,If.experiment.incomplete..why.,changesNeededRaw,If.modifications.were.needed.for.experiment.to.proceed..what.were.they.,changesSuccess,If.modifications.unable.to.be.fully.implemented..why.,Replication.study.figure,Were.materials.shippped.between.replicating.labs.,If.a.material.was.shipped.between.replicating.labs..what.was.it.,Was.the.original.experiment.blinded.,Was.the.replication.experiment.blinded.,Was.the.original.experiment.randomized.,Was.the.replication.experiment.randomized.,Was.the.original.experiment.sample.size.determined.a.priori.,Was.the.replication.experiment.sample.size.determined.a.priori.,Was.a.statistical.test.reported.in.the.original.paper..y,What.statistical.test.s..was.reported.,Was.variation.of.biological.repeats.reported.in.the.original.experiment.,Notes.y,Original.paper.title,Year,Original.paper.journal,Number.of.original.authors,OSF.project.link,Draft.protocol.shared.with.original.authors.date,Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team,Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife,Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife,Actual.budget.at.completion.of.replication.attempt,Registered.Report.submission.date,Registered.Report.acceptance.date,Link.to.Registered.Report,Experimental.work.start.date,Experimental.work.end.date,Replication.study.fully.completed,If.Replication.study.incomplete..why.,Replication.study.submission.date,Replication.study.acceptance.date,Link.to.Replication.study,Did.original.authors.respond.to.any.emails.,Did.the.original.paper.have.a.potential.conflict.of.issue.statement.,Did.the.replication.study.have.a.potential.conflict.of.issue.statement.,Number.of.lab.s..contracted.for.the.entire.paper,Contracted.lab.s..for.the.entire.paper,Notes,repSignif,origSignif,changes,changes_a..GTE.moderate.success,changes_b..LT.moderate.success,changes_c..No.changes.needed,materialsShared,materialsShared_a.No,materialsShared_b.Yes,materialsShared_c..Not.requested,hasCROLab,hasCoreLab,expAnimal,quantPair,peoID,nInternal,peID,origES2,ES2type,origESLo2,origESHi2,repES2,repESLo2,repESHi2,origSE2,repSE2,origVar2,repVar2,origES3,origESLo3,origESHi3,repES3,repESLo3,repESHi3,origSE3,repSE3,origVar3,repVar3,discrep,badCI
254,254,254,254,39,1,1,1,Tumor weights of IgG vs anti-CD47 (MIAP410),Positive,Null-negative,10,13,Yes,unknown,Welch's t test,t,5.676941,,4.015065,0.00469753,Welch's t test,t,-1.795881,,9.656009,0.103811,No,,,,,,,Glass' delta,2.541195,1.098731,0.402931,4.597614,-1.131789,0.6451894,-2.355,0.1594191,-0.1900144,-1.2804582,0.9004294,0.7327031,Null-negative,Welch's t test,t,5.676941,,4.015065,0.00469753,Welch's t test,t,-1.795881,,9.656009,0.103811,,,,,,Glass' delta,2.541195,1.098731,0.402931,4.597614,-1.131789,0.6451894,-2.355,0.1594191,-0.1900144,-1.2804582,0.9004294,0.7327031,,"6A,6B,6C,Table S4",Yes,Yes,Yes,Yes,4,5,2,1,"Antibodies,Cells","Antibodies,Cells","Antibodies,Cells",Animal,"cell culture,animal care,animal injection (cells, mammary fat pads, antibodies),tissue harvesting,hematology analysis,ELISA,immunohistochemistry","cell,immuno,animal,molecular",1,CRO6,1.0,Tumor weights and blood toxicity of immune competent hosts treated with control or CD47 targeted antibodies,10.0,14,13,Yes,Yes,,1,Number of mice to inoculate was increased,5,,"1,2",No,,,,,,,,Yes,unknown,Yes,Original study analyzed toxicity in different mouse strains and treatment regimen,The CD47-signal regulatory protein alpha (SIRPa) interaction is a therapeutic target for human solid tumors,2012,PNAS,44,https://osf.io/9pbos/,2014-04-21,25000,10175.42,10175.42,11697.93,41885,41993,https://elifesciences.org/articles/04586,41993,42486,Yes,,42515,42695,https://elifesciences.org/articles/18173,Yes,Yes,Yes,1,CRO6,,FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,TRUE,TRUE,p39e1o1,1,p39e1,2.541195,Glass' delta,0.402931,4.597614,-1.131789,-2.355,0.1594191,1.098731,0.641445230584189,1.207209810361,0.411451983839203,2.541195,0.402931,4.597614,-1.131789,-2.355,0.1594191,1.07009185706654,0.641445230584189,1.14509658256011,0.411451983839203,0.0409225000000006,FALSE
264,264,264,264,42,2,1,1,Metastatic burden in lungs of shScr injected mice vs liposome,Positive,Null-positive,14,12,Yes,between-subjects ANOVA,Student's t test,t,4.288986,,12,0.001052166,Student's t test,t,0.4739758,,10,0.6456962,No,,,,,,,Cohen's d,2.292559,0.7673493,0.8800974,3.6511361,0.2736501,0.6359977,-0.8707803,1.4047364,1.095778,0.1360405,2.055516,0.02523513,Null-positive,Student's t test,t,4.288986,,12,0.001052166,Student's t test,t,0.4739758,,10,0.6456962,,,,,,Cohen's d,2.292559,0.7673493,0.8800974,3.6511361,0.2736501,0.6359977,-0.8707803,1.4047364,1.095778,0.1360405,2.055516,0.02523513,cohen's d is used here while Replication study reported cliff's delta,4E,Yes,Yes,Yes,Yes,3,5,2,0,Cells,Cells,Cells,Animal,"viral transduction,cell culture,microscopy (fluorescence),exosome purification and analysis (ultracentrifugation, nanoparticle analysis system),animal care,animal injection (exosomes, cells, luciferin, IV, SC, retro-orbital),IVIS","cell,immuno,animal",2,"Core15,CRO19",3.0,Exosome-dependent Met signaling on primary tumor growth and metastasis,21.0,21,19,Yes,Yes,,1,Change in timeline (shortened 3 days) due to animal distress/death,5,,2.0,Yes,"Cells,Exosomes",,,,,,,Yes,between-subjects ANOVA,Yes,,Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET.,2012,Nature Medicine,25,https://osf.io/ewqzf/,2014-07-28,25000,71117.28,75337.42,186545.5,42072,42305,https://elifesciences.org/articles/07383,42474,43228,Partial,pMET could not be reliabilty detected in exosomes,43291,43435,https://elifesciences.org/articles/39944,Yes,Yes,Yes,2,"Core15,CRO19",,FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,TRUE,TRUE,TRUE,p42e2o1,1,p42e2,2.292559,Cohen's d,0.8800974,3.6511361,0.2736501,-0.8707803,1.4047364,0.7673493,0.58049962089839,0.58882494821049,0.336979809863175,2.292559,0.8800974,3.6511361,0.2736501,-0.8707803,1.4047364,0.7069106171995,0.58049962089839,0.499722620709378,0.336979809863175,0.0269422499999998,FALSE
265,265,265,265,42,2,2,1,Metastatic burden in lungs of shScr injected mice vs shMet,Positive,Null-positive,14,13,No,,Welch's t test,t,4.56077,,7.376149,0.002276347,Student's t test,t,0.6061607,,11,0.5567099,No,,,,,,,Glass' delta,5.342071,1.632133,2.213625,8.449566,0.2623192,0.5624988,-0.8519444,1.351713,0.8016202,-0.2406924,1.8439327,0.1317168,Null-positive,Welch's t test,t,4.56077,,7.376149,0.002276347,Student's t test,t,0.6061607,,11,0.5567099,,,,,,Glass' delta,5.342071,1.632133,2.213625,8.449566,0.2623192,0.5624988,-0.8519444,1.351713,0.8016202,-0.2406924,1.8439327,0.1317168,glass' delta is used here while Replication study reported cliff's delta,4E,Yes,Yes,Yes,Yes,3,5,2,0,Cells,Cells,Cells,Animal,"viral transduction,cell culture,microscopy (fluorescence),exosome purification and analysis (ultracentrifugation, nanoparticle analysis system),animal care,animal injection (exosomes, cells, luciferin, IV, SC, retro-orbital),IVIS","cell,immuno,animal",2,"Core15,CRO19",3.0,Exosome-dependent Met signaling on primary tumor growth and metastasis,21.0,21,19,Yes,Yes,,1,Change in timeline (shortened 3 days) due to animal distress/death,5,,2.0,Yes,"Cells,Exosomes",,,,,,,Yes,between-subjects ANOVA,Yes,,Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET.,2012,Nature Medicine,25,https://osf.io/ewqzf/,2014-07-28,25000,71117.28,75337.42,186545.5,42072,42305,https://elifesciences.org/articles/07383,42474,43228,Partial,pMET could not be reliabilty detected in exosomes,43291,43435,https://elifesciences.org/articles/39944,Yes,Yes,Yes,2,"Core15,CRO19",,FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,TRUE,TRUE,TRUE,p42e2o2,1,p42e2,5.342071,Glass' delta,2.213625,8.449566,0.2623192,-0.8519444,1.351713,1.632133,0.562167829965798,2.663858129689,0.316032669048454,5.342071,2.213625,8.449566,0.2623192,-0.8519444,1.351713,1.59083050739409,0.562167829965798,2.53074170325575,0.316032669048454,0.0104754999999983,FALSE
266,266,266,266,42,2,3,1,Metastatic burden in femurs of shScr injected mice vs liposome,Positive,Null-positive,10,12,No,,Mann-Whitney,z,2.78543,,,0.007936508,Mann-Whitney,z,0.1601282,,,0.9372294,No,,,,,,,Cliff's delta,1,0.03,0.8490597,1,0.05555556,0.3571146,-0.5361754,0.6106755,0.9933817,0.5766001,0.9999179,4.05681e-242,Null-positive,Student's t test,t,3.063755,,8,0.01549405,Student's t test,t,0.9434677,,10,0.3676772,,,,,,Cohen's d,1.937689,0.8906913,0.348804,3.4519,0.5447114,0.6463765,-0.6240027,1.687695,1.025244,-8.85859e-05,2.050577,0.0500198,,4E,Yes,Yes,Yes,Yes,3,5,2,0,Cells,Cells,Cells,Animal,"viral transduction,cell culture,microscopy (fluorescence),exosome purification and analysis (ultracentrifugation, nanoparticle analysis system),animal care,animal injection (exosomes, cells, luciferin, IV, SC, retro-orbital),IVIS","cell,immuno,animal",2,"Core15,CRO19",3.0,Exosome-dependent Met signaling on primary tumor growth and metastasis,21.0,21,19,Yes,Yes,,1,Change in timeline (shortened 3 days) due to animal distress/death,5,,2.0,Yes,"Cells,Exosomes",,,,,,,Yes,between-subjects ANOVA,Yes,,Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET.,2012,Nature Medicine,25,https://osf.io/ewqzf/,2014-07-28,25000,71117.28,75337.42,186545.5,42072,42305,https://elifesciences.org/articles/07383,42474,43228,Partial,pMET could not be reliabilty detected in exosomes,43291,43435,https://elifesciences.org/articles/39944,Yes,Yes,Yes,2,"Core15,CRO19",,FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,TRUE,TRUE,TRUE,p42e2o3,1,p42e2,1.937689,Cohen's d,0.348804,3.4519,0.5447114,-0.6240027,1.687695,0.8906913,0.589729637440886,0.79333099189569,0.347781045276159,1.937689,0.348804,3.4519,0.5447114,-0.6240027,1.687695,0.791620668664533,0.589729637440886,0.626663283056883,0.347781045276159,0.037337,FALSE
267,267,267,267,42,2,4,1,Metastatic burden in femurs of shScr injected mice vs shMet,Positive,Null-positive,10,13,No,,Mann-Whitney,z,2.78543,,,0.007936508,Mann-Whitney,z,0,,,1,No,,,,,,,Cliff's delta,1,0.03,0.8490597,1,9.269929e-18,0.3518658,-0.5677269,0.5677269,0.9927832,0.603094,0.9998941,7.026731e-242,Null-positive,Student's t test,t,3.063755,,8,0.01549405,Student's t test,t,-0.7403523,,11,0.4745926,,,,,,Cohen's d,1.937689,0.8906913,0.348804,3.4519,0.411894,0.6123027,-0.700735,1.506476,0.9015536,-0.08739659,1.890504,0.07397695,,4E,Yes,Yes,Yes,Yes,3,5,2,0,Cells,Cells,Cells,Animal,"viral transduction,cell culture,microscopy (fluorescence),exosome purification and analysis (ultracentrifugation, nanoparticle analysis system),animal care,animal injection (exosomes, cells, luciferin, IV, SC, retro-orbital),IVIS","cell,immuno,animal",2,"Core15,CRO19",3.0,Exosome-dependent Met signaling on primary tumor growth and metastasis,21.0,21,19,Yes,Yes,,1,Change in timeline (shortened 3 days) due to animal distress/death,5,,2.0,Yes,"Cells,Exosomes",,,,,,,Yes,between-subjects ANOVA,Yes,,Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET.,2012,Nature Medicine,25,https://osf.io/ewqzf/,2014-07-28,25000,71117.28,75337.42,186545.5,42072,42305,https://elifesciences.org/articles/07383,42474,43228,Partial,pMET could not be reliabilty detected in exosomes,43291,43435,https://elifesciences.org/articles/39944,Yes,Yes,Yes,2,"Core15,CRO19",,FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,TRUE,TRUE,TRUE,p42e2o4,1,p42e2,1.937689,Cohen's d,0.348804,3.4519,0.411894,-0.700735,1.506476,0.8906913,0.563074377236061,0.79333099189569,0.317052754299778,1.937689,0.348804,3.4519,0.411894,-0.700735,1.506476,0.791620668664533,0.563074377236061,0.626663283056883,0.317052754299778,0.037337,FALSE
272,272,272,272,44,1,1,1,Tumor-free survival of GFP vs PREX2-G844D,Positive,Null-positive,20,28,Yes,Student's t test,Proportional Hazards Assumption of a Cox Regression,z,2.055702,,,0.03981128,Proportional Hazards Assumption of a Cox Regression,z,0.1924061,,,0.8474241,No,,,,,,,Hazard ratio,4.079901,0.6839868,1.067675,15.590505,1.076923,0.3851644,0.5062116,2.2910642,1.484068,0.7687426,2.8650146,0.2394661,Null-positive,Proportional Hazards Assumption of a Cox Regression,z,2.055702,,,0.03981128,Proportional Hazards Assumption of a Cox Regression,z,0.1924061,,,0.8474241,,,,,,Hazard ratio,4.079901,0.6839868,1.067675,15.590505,1.076923,0.3851644,0.5062116,2.2910642,1.484068,0.7687426,2.8650146,0.2394661,,"3B,S6",Yes,Yes,Yes,Yes,2,5,2,0,"Cells,Plasmids","Cells,Plasmids","Cells,Plasmids",Animal,"viral transduction,cell culture,Western blot assay,animal care,animal injection (cells, SC),tissue harvesting,immunohistochemistry","cell,immuno,animal",3,"CRO6,CRO7,CRO22","1,2,3",Impact of PREX2 isoforms on tumor-free survival,40.0,43,43,Yes,Yes,,0,,6,,"1,2,3",Yes,Cells,,,,,,,Yes,Student's t test,Yes,,Melanoma genome sequencing reveals frequent PREX2 mutations,2012,Nature,48,https://osf.io/jvpnw/,2014-05-29,25000,25198.39,28068.91,29737.68,41849,41954,https://elifesciences.org/articles/04180,41954,42557,Yes,,42632,42695,https://elifesciences.org/articles/21634,Yes,Yes,Yes,3,"CRO6,CRO7,CRO22",,FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,TRUE,TRUE,p44e1o1,1,p44e1,1.4060727234158,Log hazard ratio,0.0654833871110923,2.74666207510439,0.074107900725148,-0.680800515290137,0.829016425776242,0.683986723516884,0.385164460412442,0.467837837947363,0.148351661564808,0.26273508703565,0.0125116885997529,0.48499548184654,0.0141593490166215,-0.129395488358743,0.157164869068012,0.120533794746658,0.0731034752901346,0.0145283956760296,0.00534411809949532,0.013981501812503,FALSE
273,273,273,273,44,1,2,1,Tumor-free survival of GFP vs PREX2-Q1430,Positive,Null-negative,20,22,Yes,Student's t test,Proportional Hazards Assumption of a Cox Regression,z,2.561347,,,0.01042671,Proportional Hazards Assumption of a Cox Regression,z,-0.07056167,,,0.9437466,No,,,,,,,Hazard ratio,5.704528,0.679822,1.505061,21.621469,0.968719,0.4503955,0.4007011,2.3419369,1.66374,0.7970507,3.4728432,0.1751562,Null-negative,Proportional Hazards Assumption of a Cox Regression,z,2.561347,,,0.01042671,Proportional Hazards Assumption of a Cox Regression,z,-0.07056167,,,0.9437466,,,,,,Hazard ratio,5.704528,0.679822,1.505061,21.621469,0.968719,0.4503955,0.4007011,2.3419369,1.66374,0.7970507,3.4728432,0.1751562,,"3B,S6",Yes,Yes,Yes,Yes,2,5,2,0,"Cells,Plasmids","Cells,Plasmids","Cells,Plasmids",Animal,"viral transduction,cell culture,Western blot assay,animal care,animal injection (cells, SC),tissue harvesting,immunohistochemistry","cell,immuno,animal",3,"CRO6,CRO7,CRO22","1,2,3",Impact of PREX2 isoforms on tumor-free survival,40.0,43,43,Yes,Yes,,0,,6,,"1,2,3",Yes,Cells,,,,,,,Yes,Student's t test,Yes,,Melanoma genome sequencing reveals frequent PREX2 mutations,2012,Nature,48,https://osf.io/jvpnw/,2014-05-29,25000,25198.39,28068.91,29737.68,41849,41954,https://elifesciences.org/articles/04180,41954,42557,Yes,,42632,42695,https://elifesciences.org/articles/21634,Yes,Yes,Yes,3,"CRO6,CRO7,CRO22",,FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,TRUE,TRUE,p44e1o2,1,p44e1,1.74126024544789,Log hazard ratio,0.408833428940919,3.07368675624879,-0.0317806988265912,-0.914539516147899,0.850978322028617,0.679822014161458,0.450395479739091,0.462157970938541,0.202856088169406,0.32164410041664,0.0779683813130878,0.533773532391049,-0.00607245933765427,-0.173085164522608,0.16126078970965,0.116278960907775,0.0852939025588062,0.013520796749792,0.00727504981371112,0.0157731435645713,FALSE
274,274,274,274,44,1,3,1,Tumor-free survival of PREX2-WT vs PREX2-G844D,Positive,Null-negative,20,21,Yes,Student's t test,Proportional Hazards Assumption of a Cox Regression,z,2.391392,,,0.0167846,Proportional Hazards Assumption of a Cox Regression,z,-0.4510052,,,0.6519858,No,,,,,,,Hazard ratio,6.764221,0.7993867,1.411818,32.408353,0.808731,0.4707017,0.3214712,2.0345393,1.397281,0.6309995,3.0941296,0.40951,Null-negative,Proportional Hazards Assumption of a Cox Regression,z,2.391392,,,0.0167846,Proportional Hazards Assumption of a Cox Regression,z,-0.4510052,,,0.6519858,,,,,,Hazard ratio,6.764221,0.7993867,1.411818,32.408353,0.808731,0.4707017,0.3214712,2.0345393,1.397281,0.6309995,3.0941296,0.40951,,"3B,S6",Yes,Yes,Yes,Yes,2,5,2,0,"Cells,Plasmids","Cells,Plasmids","Cells,Plasmids",Animal,"viral transduction,cell culture,Western blot assay,animal care,animal injection (cells, SC),tissue harvesting,immunohistochemistry","cell,immuno,animal",3,"CRO6,CRO7,CRO22","1,2,3",Impact of PREX2 isoforms on tumor-free survival,40.0,43,43,Yes,Yes,,0,,6,,"1,2,3",Yes,Cells,,,,,,,Yes,Student's t test,Yes,,Melanoma genome sequencing reveals frequent PREX2 mutations,2012,Nature,48,https://osf.io/jvpnw/,2014-05-29,25000,25198.39,28068.91,29737.68,41849,41954,https://elifesciences.org/articles/04180,41954,42557,Yes,,42632,42695,https://elifesciences.org/articles/21634,Yes,Yes,Yes,3,"CRO6,CRO7,CRO22",,FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,TRUE,TRUE,p44e1o3,1,p44e1,1.91164710347716,Log hazard ratio,0.344878235579216,3.47841619821332,-0.212288926487815,-1.13484731941031,0.710269405058492,0.799386618160092,0.470701691210361,0.639018965293429,0.221560082108294,0.350781858266429,0.0658079273822223,0.591702868537872,-0.0405423045570995,-0.213689308079742,0.134933332555364,0.134159337953106,0.0889359813203193,0.0179987279600157,0.00790960877340819,0.0220264603063818,FALSE
275,275,275,275,44,1,4,1,Tumor-free survival of PREX2-WT vs PREX2-Q1430,Positive,Null-negative,20,15,Yes,Student's t test,Proportional Hazards Assumption of a Cox Regression,z,2.806539,,,0.005007683,Proportional Hazards Assumption of a Cox Regression,z,-0.6299257,,,0.5287432,No,,,,,,,Hazard ratio,9.370483,0.7972683,1.96393,44.70931,0.7121782,0.5388367,0.2477023,2.0476104,1.597753,0.6660418,3.8328137,0.2938839,Null-negative,Proportional Hazards Assumption of a Cox Regression,z,2.806539,,,0.005007683,Proportional Hazards Assumption of a Cox Regression,z,-0.6299257,,,0.5287432,,,,,,Hazard ratio,9.370483,0.7972683,1.96393,44.70931,0.7121782,0.5388367,0.2477023,2.0476104,1.597753,0.6660418,3.8328137,0.2938839,,"3B,S6",Yes,Yes,Yes,Yes,2,5,2,0,"Cells,Plasmids","Cells,Plasmids","Cells,Plasmids",Animal,"viral transduction,cell culture,Western blot assay,animal care,animal injection (cells, SC),tissue harvesting,immunohistochemistry","cell,immuno,animal",3,"CRO6,CRO7,CRO22","1,2,3",Impact of PREX2 isoforms on tumor-free survival,40.0,43,43,Yes,Yes,,0,,6,,"1,2,3",Yes,Cells,,,,,,,Yes,Student's t test,Yes,,Melanoma genome sequencing reveals frequent PREX2 mutations,2012,Nature,48,https://osf.io/jvpnw/,2014-05-29,25000,25198.39,28068.91,29737.68,41849,41954,https://elifesciences.org/articles/04180,41954,42557,Yes,,42632,42695,https://elifesciences.org/articles/21634,Yes,Yes,Yes,3,"CRO6,CRO7,CRO22",,FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,TRUE,TRUE,p44e1o4,1,p44e1,2.2375646424138,Log hazard ratio,0.674947567749238,3.80018175733772,-0.339427117986324,-1.39552765710401,0.716673454705407,0.797268269784529,0.538836715488191,0.635636694005217,0.290345005958102,0.404883484407519,0.128294674934868,0.636297428165896,-0.0647705471711602,-0.260849871707219,0.136135753401459,0.129594920426622,0.101273704068047,0.0167948434003826,0.0102563631356623,0.0225874328571372,FALSE
285,285,285,285,47,1,3,1,"H3K4me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,,between-subjects ANOVA,F,6.619672,3,8,0.01467993,Kruskal-Wallis rank sum test,chi-squared,0.3666667,,3,0.9470389,No,,,,,,,r,0.8442984,0.3333333,0.5245781,0.9553101,0.1300683,0.2182179,-0.2884638,0.50687,0.4320004,0.1041358,0.6751745,0.011328,Null-positive,between-subjects ANOVA,F,6.619672,3,8,0.01467993,between-subjects ANOVA,F,0.46759,3,20,0.7081679,,,,,,Cohen's d,2.4622,0.765441,0.9619,3.9624,0.2634,0.41,-0.5402,1.0671,0.7536099,0.04524341,1.461976,0.03705596,,"1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,"transfection (plasmid),cell culture,histone extraction,Western blot assay,metabolite extraction,GC-MS","cell,immuno",2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",3.0,6,6,Yes,Yes,,2,Lysis conditions needed to be optimized to enable Western blot analysis,5,,,No,,,,,,,,Yes,Correlation,Yes,,IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,,1,"Core18,Core22",,FALSE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,TRUE,p47e1o3,1,p47e1,2.4622,Cohen's d,0.9619,3.9624,0.2634,-0.5402,1.0671,0.765441,0.410033044657498,0.585899924481,0.168127097711098,2.4622,0.9619,3.9624,0.2634,-0.5402,1.0671,0.765447738751212,0.410033044657498,0.585910240759344,0.168127097711098,5.00000000003276e-05,FALSE
286,286,286,286,47,1,4,1,"H3K9me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,,between-subjects ANOVA,F,7.027372,3,8,0.0124397,between-subjects ANOVA,F,0.5153888,3,20,0.6763842,No,,,,,,,r,0.8514205,0.3333333,0.5426985,0.9574714,0.2678817,0.2182179,-0.1519333,0.6058127,0.5157958,0.2096026,0.7298626,0.00177639,Null-positive,between-subjects ANOVA,F,7.027372,3,8,0.0124397,between-subjects ANOVA,F,0.5153888,3,20,0.6763842,,,,,,Cohen's d,2.5204,0.7733046,1.0047,4.036,0.3142,0.4107311,-0.4909,1.1193,0.7996388,0.08868156,1.510596,0.02749335,,"1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,"transfection (plasmid),cell culture,histone extraction,Western blot assay,metabolite extraction,GC-MS","cell,immuno",2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",3.0,6,6,Yes,Yes,,2,Lysis conditions needed to be optimized to enable Western blot analysis,5,,,No,,,,,,,,Yes,Correlation,Yes,,IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,,1,"Core18,Core22",,FALSE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,TRUE,p47e1o4,1,p47e1,2.5204,Cohen's d,1.0047,4.036,0.3142,-0.4909,1.1193,0.7733046,0.410772854170039,0.59800000438116,0.168734337723,2.5204,1.0047,4.036,0.3142,-0.4909,1.1193,0.773305025987852,0.410772854170039,0.598000663218072,0.168734337723,4.99999999998835e-05,FALSE
